PREDICATION_ID,PMID,PREDICATE,INDICATOR_TYPE,PREDICATE_START_INDEX,PREDICATE_END_INDEX,SUBJECT_TEXT,SUBJECT_SEMTYPE,SUBJECT_START_INDEX,SUBJECT_END_INDEX,SUBJECT_SCORE,SUBJECT_DIST,SUBJECT_MAXDIST,SUBJECT_CUI,SUBJECT_NOVELTY,OBJECT_TEXT,OBJECT_SEMTYPE,OBJECT_START_INDEX,OBJECT_END_INDEX,OBJECT_SCORE,OBJECT_DIST,OBJECT_MAXDIST,OBJECT_CUI,OBJECT_NOVELTY,TYPE,SENTENCE,LABEL
P3761,11989665,INTERACTS_WITH,VERB,181,191,trypsin,aapp,173,180,1000,1,2,C0041236,1,phosphoenolpyruvate       carboxylase,aapp,210,247,901,2,2,C0031644,1,ti,Limited proteolysis by trypsin influences activity of maize phosphoenolpyruvate       carboxylase.,y
P3762,6630281,INHIBITS,VERB,827,834,glutathione,aapp,838,849,1000,1,3,C0017817,1,trichloropropene       oxide,orch,794,822,901,1,4,C0040903,1,ab,"The amount of epoxide is enhanced by addition of 1,1,1-trichloropropene       oxide and reduced by glutathione, especially in the presence of hepatic cytosol.",n
P3763,11027315,INTERACTS_WITH,NOM,1488,1499,tryptophan,aapp,1399,1409,888,3,6,C0041249,1,operons,aapp,1525,1532,802,1,2,C0029073,1,ab,"We uncovered a plethora of likely indirect effects of changes in       tryptophan metabolism on intracellular mRNA pools, most prominent of which was       the sensitivity of arginine biosynthetic operons to tryptophan starvation.",n
P3764,1257574,INHIBITS,NOM,827,837,pyruvate,orch,753,761,888,2,4,C0244104,1,LDH,gngm,845,848,1000,1,1,C0022917,1,ab,"Phenyl pyruvate, alpha-oxoglutarate and L-mandelate are not substrates       but inhibitors of the LDH.",y
P3765,2874630,INTERACTS_WITH,NOM,726,735,carnitine,aapp,695,704,1000,1,2,C0007258,1,acetyltransferase,aapp,752,769,851,1,4,C0001068,1,ab,"The data reveal that carnitine is       the primary substrate for the vesicle acetyltransferase enzyme(s), whereas       choline appears to be a minor substrate.",y
P3766,14412946,INTERACTS_WITH,NOM,146,152,lecithinase,aapp,193,204,1000,3,6,C0031671,1,alcohols,orch,156,164,1000,1,6,C0001975,1,ti,"The effect of alcohols on the synthesis of lipase, lecithinase and other enzymes       by Bacillus cereus.",y
P3767,9226256,INTERACTS_WITH,NOM,151,161,choline,orch,345,352,1000,7,8,C0008405,1,formate dehydrogenase,aapp,169,190,901,1,8,C0016570,1,ti,"Regulation of the formate dehydrogenase gene, FDH1, in the methylotrophic yeast       Candida boidinii and growth characteristics of an FDH1-disrupted strain on       methanol, methylamine, and choline.",n
P3768,839161,STIMULATES,NOM,574,585,amino acids,aapp,606,617,901,2,6,C0002520,1,pentagastrin,gngm,561,573,888,0,1,C0030859,1,ab,"45 min after pentagastrin stimulation the content of free amino acids is       significantly reduced compared to the values before stimulation, except for       patients with anacidity.",n
P3769,2130938,INTERACTS_WITH,VERB,334,344,cysteine,aapp,309,317,802,2,2,C0010654,1,N-ethylformamide,orch,376,392,1000,2,8,C0067961,1,ab,"The S-linked cysteine and glutathione conjugates of N-methylformamide and       N-ethylformamide, together with a series of methyl ester derivatives thereof,       have been synthesized and characterized by 1H NMR, 13C NMR, FAB-MS, and FAB       tandem mass spectrometry.",n
P3770,2849491,INTERACTS_WITH,NOM,270,277,collagen,aapp,398,406,888,6,13,C0009325,1,dexamethasone,phsu,281,294,1000,1,13,C0011777,1,ab,"The in vitro effects of dexamethasone on condylar cartilage from normal newborn       mice were tested by measuring protein and DNA content, collagen synthesis, prolyl       hydroxylase activity, collagen chains and by immunofluorescence the localization       of type I and II collagen and fibronectin.",n
P3771,7721034,INTERACTS_WITH,NOM,345,351,5-HT3 receptors,aapp,299,314,988,1,4,C0295352,1,glutathione,aapp,450,461,888,1,8,C0017817,1,ab,"The aim of the present study was to determine the role of 5-HT3 receptors of       the gastroprotective effect of salmon calcitonin (sCT) and sCT-induced changes in       gastric, hepatic, brain and brainstem glutathione (GSH) and lipid-peroxidation       (LP) levels in rats subjected to cold-immobilization stress.",n
P3772,8918592,STIMULATES,ADJ,1028,1035,Immunoglobulin,aapp,836,850,888,8,8,C0021027,1,IgM,gngm,1113,1116,1000,3,3,959,1,ab,"Immunoglobulin production by B cells was also suppressed by testosterone, though       the magnitude of the suppressive effect on B cells was lower than that on whole       PBMC; testosterone-induced decrease of IgG production compared with control was       26.9% and that of IgM was 24.9%.",n
P3773,2824562,INTERACTS_WITH,NOM,915,924,catalase,aapp,974,982,861,2,2,C0007367,1,cytochrome c,aapp,902,914,850,0,3,C0010754,1,ab,The cells were about a quarter as efficient at       inhibiting cytochrome c oxidation as an equivalent concentration of purified       catalase.,y
P3774,7878000,INTERACTS_WITH,NOM,1738,1747,peptides,aapp,1676,1684,1000,3,3,C0030956,1,drugs,phsu,1772,1777,790,1,1,C0013227,0,ab,These peptides or their structures may       form the basis for the synthesis of clinically effective drugs.,y
P3775,2430077,INHIBITS,NOM,781,791,lysine,aapp,699,705,888,5,8,C0024337,1,ornithine,aapp,795,804,694,1,5,C0029277,1,ab,"A 3-fold increase in dietary lysine caused       10, 4, 20 and 50-fold increases in lysine concentrations in plasma, brain, liver       and muscle, respectively, and reductions in ornithine concentration of brain and       liver and in arginine concentration of brain.",y
P3776,6166360,INTERACTS_WITH,NOM,380,387,phosphatases,aapp,341,353,1000,1,5,C0031678,1,alkaline phosphatase,aapp,420,440,888,1,1,C0002059,1,ab,"Glutaraldehyde, the biological fixative of choice in the cytochemical       localization of the phosphatases, was investigated for its effects on Pseudomonas       aeruginosa alkaline phosphatase.",n
P3777,1379923,INTERACTS_WITH,NOM,1490,1497,trypsin,aapp,1575,1582,802,3,6,C0041236,1,antisera,aapp,1501,1509,1000,1,6,C0020960,1,ab,"There was a nonspecific       binding of antisera against lysozyme, human chorionic gonadotropin and alpha       1-trypsin in normal and tumor cells.",y
P3778,8917605,STIMULATES,NOM,834,842,steroids,strd,824,832,888,1,6,C0038317,1,insulin-like growth factor 1,gngm,865,893,938,1,3,C0021665,1,ab,"The mechanism of action of DHEA and DHEAS is poorly known and may       include partial transformation into sex steroids, increase of bioavailable       insulin-like growth factor 1, and effects on neurotransmitter receptors.",n
P3779,7601100,INTERACTS_WITH,NOM,1286,1295,cysteine,aapp,1255,1263,1000,1,3,C0010654,1,pertussis toxin,aapp,1306,1321,1000,1,1,C0020731,1,ab,"Like the latter proteins,       the Lymnaea G alpha q C-terminus lacks a cysteine that could serve as a substrate       for pertussis toxin.",y
P3780,8528210,INTERACTS_WITH,NOM,332,342,L-tyrosine,aapp,346,356,1000,1,5,C0041485,1,dihydroxyphenylalanine,aapp,368,390,861,2,5,C0013023,1,ab,"Tyrosine hydroxylase (TH) catalyzes the conversion of L-tyrosine to       L-dihydroxyphenylalanine (L-DOPA), the rate-limiting step in the biosynthesis of       dopamine.",n
P3781,4691507,INTERACTS_WITH,NOM,185,195,phenols,orch,163,170,1000,1,2,C0031428,1,aromatic,orch,176,184,694,0,2,C0772162,1,ti,Formation of phenols from aromatic substrates by plant and animal       mono-oxygenases: the effect of adjacent deuteriums on the magnitude of the NIH       shift of tritium.,n
P3782,7473888,INTERACTS_WITH,NOM,1848,1854,Substance P,aapp,1705,1716,1000,6,6,C0038585,1,aspartate,aapp,1896,1905,888,1,2,C0085845,1,ab,"Substance P and a       scrambled sequence of the 25-35 fragment were without any effect per se, but       substance P blocked the stimulatory effect of fragment 25-35 on glutamate and       aspartate release.",y
P3783,3034101,STIMULATES,VERB,1403,1413,EDTA,orch,1417,1421,1000,1,1,C0013618,1,phosphatase,gngm,1301,1312,1000,1,4,C0031678,1,ab,"The phosphatase exhibited a pH optimum of 6.5-7.0, was inhibited       by Zn2+ and vanadate ions, and was stimulated by EDTA.",y
P3784,9051312,INTERACTS_WITH,NOM,2092,2099,Aspartate,aapp,2046,2055,1000,4,4,C0085845,1,L-NAME,aapp,2103,2109,1000,1,11,C0083536,1,ab,"Aspartate (2 mM) had no effect on i.j.ps, the effects of L-NAME, or the actions       of L-citrulline in the presence of L-NAME, L-Citrulline (0.2-2 mM) alone had no       effect on i.j.ps under control conditions.",n
P3785,1645670,STIMULATES,NOM,608,616,buspirone,orch,566,575,1000,1,4,C0006462,1,gamma-aminobutyric acid,gngm,658,681,851,1,1,C0016904,1,ab,"Anxiolytic barbiturates and benzodiazepines, as       opposed to compounds such as buspirone, are thought to act as receptor agonists       of the inhibitory neurotransmitter gamma-aminobutyric acid (GABA).",n
P3786,6058254,INTERACTS_WITH,NOM,153,162,methionine,aapp,214,224,888,4,4,C0025646,1,testosterone,horm,166,178,1000,1,4,C0039601,1,ti,The influence of testosterone on the induction of fatty liver by methionine       deficiency.,n
P3787,14880001,INTERACTS_WITH,NOM,185,191,hypoglycemic,phsu,172,184,888,0,1,C0020616,1,vitamin B1,orch,240,250,836,1,1,C0039840,1,ti,[Hepatoprotective and hypoglycemic effect of combined       tocopherol-methionine-insulin-vitamin B1 administered rectally].,n
P3788,6141331,INTERACTS_WITH,NOM,1175,1183,microtubule protein,aapp,1187,1206,983,1,8,C0026042,1,poly(A,nnon,1211,1217,1000,2,8,C0032400,1,ab,"It was       found that the affinity of microtubule protein for poly(A) is markedly decreased       by autophosphorylation of the protein; in the case of DNA, the decrease in       affinity was less.",y
P3789,228416,INTERACTS_WITH,NOM,487,496,folate,orch,334,340,1000,7,8,C0178638,1,amino-acids,aapp,435,446,1000,0,8,C0002520,1,ab,"The role of the folate on the nervous system is not yet well       definite, but the action on the metabolism of the amino-acids, on the purine and       the pyrimidine synthesis and on the metabolism of the catecholamins are certainly       essential.",y
P3790,7626465,INHIBITS,VERB,636,643,Vit D3,phsu,609,615,1000,1,4,C0042866,1,PTHrP,gngm,580,585,901,3,4,C0070099|5744,1,ab,"While E2 increases PTHrP       gene expression, Vit D3 and glucocorticoids inhibit transcriptional activity of       this gene.",n
P3791,6175260,STIMULATES,VERB,886,895,bleomycin,aapp,876,885,888,1,1,C0005740,1,collagen,gngm,896,904,694,1,4,C0009325,1,ab,"Endotracheal bleomycin increased collagen content, decreased lung       volume, and produced fibrosis and a mortality rate of 51%.",y
P3792,8890070,INTERACTS_WITH,NOM,902,912,PICP,aapp,1049,1053,888,4,11,C0072052,1,IGF-I,aapp,979,984,851,1,11,C0021665,1,ab,"In view of the role of insulin-like       growth factor-I (IGF-I) in the regulation of collagen type I synthesis and       degradation, and low serum IGF-I concentrations in SGA infants, we hypothesized       that serum PICP would be lower and serum ICTP would be higher in SGA than in AGA       infants, reflecting decreased bone collagen type I biosynthesis or enhancement of       bone collagen type I degradation in SGA.",n
P3793,8157641,INTERACTS_WITH,NOM,1526,1533,ATPase,aapp,1638,1644,1000,6,10,C0001473,1,nucleotides,nnon,1543,1554,1000,1,10,C0028630,1,ab,Binding of other nucleotides was detected with a       sequence of Kd identical to that found for native Ca(2+)-ATPase: ATP < ADP < GTP       < AMP < ITP.,n
P3794,8895470,INTERACTS_WITH,VERB,373,381,proteolytic,aapp,331,342,888,1,6,C0030946,1,cyclin B,aapp,382,390,1000,1,1,C0079185,1,ab,The initiation of anaphase and exit from mitosis require the activation of a       proteolytic system that ubiquitinates and degrades cyclin B.,y
P3795,5084818,STIMULATES,VERB,1267,1275,proteases,aapp,1245,1254,888,2,8,C0030940,1,C1s,gngm,1293,1296,1000,2,5,393|3183|5203|6966,1,ab,Experiments with inhibitors suggested that the spontaneous activation       of C1s may consist of two phases: factor XII and other plasma proteases first       activate small amounts of C1s; the resulting C1 esterase then activates the bulk       of C1s.,y
P3796,699977,INTERACTS_WITH,NOM,232,239,alkaloid,orch,257,265,1000,2,8,C0002062,1,yohimbine,orch,243,252,1000,1,8,C0724441,1,ab,"The effects of yohimbine, an alkaloid shown to have local anesthetic properties       on nerve, were determined in isolated perfused chick embryonic (19--21-day-old)       hearts.",n
P3797,12270708,INTERACTS_WITH,VERB,850,858,biotin,orch,864,870,1000,1,1,C0005575,1,oligonucleotides,nnon,826,842,746,1,5,C0028953,1,ab,The DNA was biotinylated at either symmetric       or asymmetric positions with respect to a curved insert via triplex-forming       oligonucleotides (TFOs) modified with biotin.,n
P3798,2983990,STIMULATES,VERB,493,503,insulin-like growth factor-1,aapp,532,560,1000,2,3,C0021665,1,kinases,gngm,485,492,888,1,5,C0031727,1,ab,"Synthetic copolymers containing tyrosine residues were used to characterize the       substrate specificity of the insulin receptor kinase and compare it to tyrosine       kinases stimulated by epidermal growth factor, insulin-like growth factor-1 and       phorbol ester.",y
P3799,8427783,INTERACTS_WITH,ADJ,1092,1100,N-dodecylimidazole,orch,1055,1073,1000,1,3,C0044367,1,pHe,aapp,1141,1144,888,2,7,C0031453,1,ab,"Potential mechanisms of action of       N-dodecylimidazole include detergent-mediated lysis of the cell membrane at low       pHe, and selective uptake into lysosomes where detergent activity leads to       rupture of the lysosomal membrane and release of cytolytic enzymes.",n
P3800,2889754,INTERACTS_WITH,VERB,1473,1484,glycine,aapp,1440,1447,888,1,2,C0017890,1,GP-STN,aapp,1510,1516,790,1,3,C1414273|1917,1,ab,"The observations suggest that 3H-glycine was       preferentially transported retrogradely through the GP-STN pathway, and 3H-GABA       through the STN-GP projection.",n
P3801,224122,STIMULATES,VERB,1912,1919,FMLP,gngm,1923,1927,1000,1,1,C1333574|2357,1,proteinase,gngm,1776,1786,851,5,6,C0030946,1,ab,These studies suggest that intact proteinase function is required       for O2- generation and that this step follows the calcium influx in the       activation sequence induced by FMLP.,n
P3802,3611082,INTERACTS_WITH,VERB,1062,1067,retinol,orch,882,889,827,1,1,C0042839,1,retinoic acid,orch,1068,1081,1000,1,3,C0040845,1,ab,Neither protein bound retinoic acid nor 9-cis- and       11-cis-retinol.,n
P3803,7504279,INTERACTS_WITH,VERB,1342,1347,peptide,aapp,1319,1326,1000,1,4,C0030956,1,antibody,aapp,1361,1369,1000,1,2,C0003241,1,ab,Sequences of the amplified       DNAs were determined to reveal the identity of peptide sequences that bound to       the antibody with high affinity.,y
P3804,5581086,INTERACTS_WITH,NOM,156,165,beta-sitosterol,phsu,206,221,1000,3,5,C0106127,1,sterols,strd,177,184,888,1,5,C0038323,1,ti,The influence of several sterols on the conversion of beta-sitosterol into       cholesterol in the cockroach.,y
P3805,1830306,INTERACTS_WITH,NOM,825,832,proteases,aapp,912,921,861,4,8,C0030940,1,antibody,aapp,816,824,660,0,4,C0003241,1,ab,Exposure of F0 subunits in inverted and right-side-out inner       membranes was investigated by direct antibody binding as well as by       susceptibility of these subunits to degradation by various proteases as monitored       by gel electrophoresis of the membrane digests and immunoblotting with the       subunit-specific antibodies.,n
P3806,7541067,INTERACTS_WITH,NOM,331,341,IGFBP-3,aapp,288,295,908,1,1,C0123707,1,IGF,aapp,345,348,1000,1,5,C0037657,1,ab,"Membrane associated IGFBP-3 is now known to play a role in the modulation of IGF       at the cellular level, but mechanisms involved in cell membrane binding are far       from certain.",y
P3807,7865154,STIMULATES,ADJ,212,222,clonidine,orch,191,200,1000,1,3,C0009014,1,ethanol,orch,295,302,1000,2,2,C0001962,1,ti,Reduced sensitivity to the effects of clonidine on ethanol-stimulated locomotor       activity in adult mouse offspring prenatally exposed to ethanol.,n
P3808,6489431,INTERACTS_WITH,NOM,1902,1909,albumin,aapp,1756,1763,1000,5,15,C0001924,1,salicylic acid,orch,1919,1933,1000,1,3,C0036079,1,ab,"Stepwise multiple linear regression analysis, including age and blood chemistry       values such as hematocrit, bilirubin, cholesterol, triglycerides, creatinine,       BUN, albumin and alpha 1-acid glycoprotein as independent variables, identified       age as the variable explaining most of the variability in plasma binding of       salicylic acid, phenytoin and desipramine.",n
P3809,8743746,STIMULATES,NOM,2354,2361,L-aspartate,aapp,2296,2307,1000,1,4,C0085845,1,NMDA receptor,gngm,2340,2353,794,0,4,C0080093,1,ab,This       study presents rather direct evidence in favour of L-aspartate as being a very       selective NMDA receptor agonist in the cerebellum.,y
