,id,sentence1,sentence2,label,split
657,P3757,"tpa inhibition of glutamate transport had two distinctive phases: an acute phase (< 1 hr, not affected by either cycloheximide or actinomycin d) in which tpa decreased system xag- glutamate transporter affinity (tpa km = 522 +/- 25 microm vs control km = 329 +/- 85 microm, p < 0.01) but did not alter transporter capacity (tpa vmax = 4426 +/- 230 pmole/mg/min vs control vmax = 4535 +/- 750 pmole/mg/min, p = ns) and a chronic phase (4-24 hr) in which tpa inhibition of glutamate transport was due to a reduced transporter capacity (vmax = 2895 +/- 570 pmole/mg/min) without altering transporter affinity (km = 370 +/- 60 microm glutamate) and was abrogated by cycloheximide or actinomycin d.",tpa inhibits glutamate,1,train
517,P3617,"although alpha-amino-n-butyric acid (aba) or homoserine, alone or with dietary sodium sulfate, choline, and/or s-methylcysteine, was not utilized for growth, weight loss in weanling rats was decreased by dietary cysteine when fed as an additive to a basal methionine-free, cysteine-free, labile methyl-free, sulfur-free diet.",cysteine inhibits s-methylcysteine,0,train
2169,P5269,interaction of aromatic hydrocarbons with deoxyribonucleoprotein in vitro.,deoxyribonucleoprotein interacts with aromatic hydrocarbons,1,train
699,P3799,"potential mechanisms of action of n-dodecylimidazole include detergent-mediated lysis of the cell membrane at low phe, and selective uptake into lysosomes where detergent activity leads to rupture of the lysosomal membrane and release of cytolytic enzymes.",n-dodecylimidazole interacts with phe,0,train
1399,P4499,these results demonstrate that [3h]btx-b can be used as a radioligand probe of the adult rat sodium channel and will facilitate a biochemical approach to the study of the interaction between antiarrhythmic drugs and the sodium channel.,sodium channel interacts with antiarrhythmic drugs,0,train
1033,P4133,the release of alpha-galactosidase and beta-galactosidase from lysosomes was also inhibited by streptomycin and gentamicin.,gentamicin inhibits alpha-galactosidase,1,train
1382,P4482,cells exposed to a variety of stresses such as heat or ethanol respond by increasing their rate of synthesis of a set of proteins termed heat shock proteins (hsp).,ethanol interacts with proteins,0,train
2853,P5953,acute effects of tranquilizing drugs on the anterior pituitary-acth mechanism.,tranquilizing drugs interacts with acth,1,train
645,P3745,"although the greatest increase in beta-carotene was in low-density-lipoproteins (ldl), the magnitude of increase was similar in ldl, high-density-lipoproteins (hdl), and very-low-density-lipoproteins (vldl).",very-low-density-lipoproteins stimulates beta-carotene,0,train
2959,P6059,the effect of hn2 on hemoglobin synthesis by avian erythrocytes in vitro.,hn2 interacts with hemoglobin,1,train
2517,P5617,"the anti-bradykinin effect of meclofenamate was still observed after destruction of the brain and spinal cord, after bilateral adrenalectomy or after blockade of beta-receptors for adrenaline.6.",bradykinin interacts with meclofenamate,0,train
650,P3750,the proteolytic activity of pepsin towards mucus glycoprotein was inhibited by ethanol.,ethanol inhibits mucus glycoprotein,0,train
2844,P5944,the effect of vasodilating agents upon the diffusion of sulfathiazole into the cerebrospinal fluid.,sulfathiazole interacts with vasodilating agents,1,train
2128,P5228,[the effect of beta receptors blocking substances on the k-42 exchange of the guinea pig atrium increased by adrenaline].,adrenaline stimulates receptors,0,train
2536,P5636,"the alkaloids, dioscorine and dioscine, both obtained from yams, have been compared in respect of their convulsant activity, toxicity, analeptic action, local anaesthetic activity, adrenaline potentiating action, antidiuretic effect, and anti-acetylcholine activity.",acetylcholine interacts with antidiuretic,0,train
317,P3417,"in fact, in the second experiment, pups exposed to alcohol in utero appeared more sensitive to the stimulating effects of methylphenidate than controls.",alcohol interacts with methylphenidate,0,train
2275,P5375,antagonism of the adrenergic neurone blocking action of guanethidine by certain antidepressant and antihistamine drugs.,guanethidine inhibits antihistamine drugs,1,train
403,P3503,"the leu68 side-chain can rotate about its c alpha-c beta and c beta-c gamma bonds to better accommodate bound ligands, resulting in net increases in overall association rate constants and affinities due to the absence of the distal pocket water molecule.",water stimulates net,0,train
1315,P4415,"stereoselectivity in the serum binding of flurbiprofen, a non-steroidal anti-inflammatory drug which is highly bound to albumin, was studied in patients with liver and renal disease.",non-steroidal anti-inflammatory drug interacts with albumin,1,train
1433,P4533,"sodk143 is also inactivated by ho2- by an affinity mechanism, i.e., one where reversible binding of h2o2 (ho2-) is a prerequisite for inactivation.",ho2 interacts with h2o2,0,train
2971,P6071,evidence is provided that organophosphate resistance in a strain of spider mites is due to decreased sensitivity of its cholinesterase to organophosphates.,cholinesterase interacts with organophosphates,1,train
2815,P5915,antifibrinolytic activity of serum is significantly increased by acth or cortisone but not by desoxycorticosterone or corticosterone.,acth stimulates antifibrinolytic,1,train
1264,P4364,the immobilized antibody-prolactin complex is detected and quantified using goat anti-rabbit immunoglobulin g covalently conjugated to the enzyme horseradish peroxidase.,immunoglobulin g interacts with horseradish peroxidase,1,train
1209,P4309,"the content of glycogen and glucose, as well as aldolase, phosphofructokinase, phosphoglucomutase, glucose-6-phosphatase and fructose-1,6-diphosphatase activities in liver tissue and the same activities in skeletal muscle of sheep were determined under the influence of prolonged addition of carboxyline separately and in combination with methionine, diammonium phosphate and potassium iodine to their diet.",methionine interacts with carboxyline,0,train
1970,P5070,on the mechanism of the anti-hypertensive effect of hydrochlorothiazide.,anti-hypertensive interacts with hydrochlorothiazide,0,train
511,P3611,the effects of tgf-beta and pdgf on the metabolic conversion of 14c-testosterone by human gingival tissue (hgt) from 5 subjects was investigated.,tgf-beta interacts with testosterone,1,train
1905,P5005,"aims: the effects of rifampicin on the pharmacokinetics and pharmacodynamics of zopiclone, a non-benzodiazepine hypnotic, were studied.",benzodiazepine interacts with rifampicin,0,train
1269,P4369,"to avoid adynamic bone disease, relatively high pth level is required-over-suppression of pth by excess of vitamin d and calcium salts should be avoided.",vitamin d inhibits pth,1,train
1300,P4400,"this study examines the activity of n-acetylcysteine, a known antioxidant, in the protection of pmn exposed in-vitro to the chemoattractant peptide fmet-leu-phe (fmlp), the protein kinase c activator phorbol myristate acetate or the lipid peroxidation promoter t-butyl hydroperoxide.",antioxidant stimulates protein kinase c,0,train
2030,P5130,"effect of alkaline and acid phosphatases on clotting: evidence that alkaline phosphatase enhances activation of factor ix by sf, and that acid phosphatase enhances plasmatic anti-sf.",alkaline phosphatase stimulates factor ix,1,train
261,P3361,effect of acetoacetate on tyrosine metabolism in guinea-pigs fed a scorbutic diet.,acetoacetate interacts with tyrosine,1,train
391,P3491,this study shows that ethanol can affect individual aa and related compounds differently in nonstressed and stressed rats and that ethanol reduces stress-induced changes.,ethanol interacts with aa,1,train
516,P3616,"enzyme activity was stimulated by the addition of sodium taurocholate, an activator of lipase.",sodium taurocholate stimulates lipase,1,train
348,P3448,"because ethanol can potentially influence many different neurotransmitter systems, we examined whether chronic treatment with several psychotropic drugs with different pharmacological profiles (cocaine, haloperidol, sch 23390, imipramine, and morphine) could mimic the effect of ethanol.",psychotropic drugs interacts with ethanol,0,train
1474,P4574,a monoclonal antibody specific for m gallisepticum bound to a 69-kd polypeptide in lectin-purified and whole-cell m gallisepticum protein fractions in immunoblot assays.,monoclonal antibody interacts with polypeptide,1,train
122,P3222,role of asp222 in the catalytic mechanism of escherichia coli aspartate aminotransferase: the amino acid residue which enhances the function of the enzyme-bound coenzyme pyridoxal 5'-phosphate.,aspartate aminotransferase stimulates pyridoxal 5'-phosphate,0,train
131,P3231,"the time course of the novel benzodiazepine inverse agonist, ro19--4603 (0.075 or 0.150 mg/kg) in antagonizing the depressant effects of ethanol (etoh) (0.50, 1.0 and 1.5 g/kg) and the development of tolerance on locomotor behaviors (e.g., ambulatory count, total distance and stereotypy count) were investigated in sprague-dawley rats given etoh injections spaced at 24-hr intervals.",benzodiazepine inverse agonist interacts with ethanol,1,train
234,P3334,h2o2 applied exogenously dose-dependently stimulated renin release up to 55 +/- 2%; this effect was also prevented by catalase.,h2o2 stimulates catalase,0,train
592,P3692,"transport of l-valine by actinomyces species 26-115, an organism producing actinomycin c depended on l-valine concentration in the medium and temperature and required a source of intrinsic energy.",l-valine stimulates actinomycin c,0,train
